150	102	15300	17	
"NK"	"X"	"Y"	"NX"	"NY"	"NXY"	"SiO2 WT%"	"MgO WT%"	"CaO WT%"	"F WT%"	"Cl WT%"	"P2O5 WT%"	"SO3 WT%"	"La2O3 WT%"	"Ce2O3 WT%"	"Calc. O"	"Total"
0	-8.4496	-3.9401	44	16	2294	95.01096	-3.286922E-02	-6.899344E-03	0.0278734	-1.306675E-03	-2.532288E-02	-2.600254E-02	3.724063E-02	-0.1532636	0	44.29222
0	-8.4486	-3.9401	45	16	2295	95.35202	-2.840467E-02	-6.731102E-03	-4.659049E-03	-1.314317E-02	-3.973391E-02	-3.456181E-02	-2.120568E-02	-0.1292957	0	44.37101
0	-8.4476	-3.9401	46	16	2296	95.24261	-2.574511E-02	-2.810217E-03	1.097444E-02	-1.124868E-02	-1.079464E-02	8.819836E-03	-2.202476E-02	-8.322748E-02	0	44.41043
0	-8.4466	-3.9401	47	16	2297	95.51252	-4.299011E-02	-1.228504E-02	4.407594E-03	-7.203013E-03	4.756581E-02	-8.442874E-03	-0.1986118	5.789293E-02	0	44.50537
0	-8.4456	-3.9401	48	16	2298	94.27904	-0.0403888	-3.200983E-02	-3.607642E-02	-5.432018E-03	-2.559562E-02	-2.632975E-02	-2.294968E-02	-3.727967E-02	0	43.907
0	-8.4446	-3.9401	49	16	2299	94.92654	-4.023939E-02	-0.0207571	-6.592564E-02	-9.291979E-03	-2.539322E-02	-2.610105E-02	-2.212644E-02	-8.337162E-02	0	44.14562
0	-8.4436	-3.9401	50	16	2300	95.23489	-2.673197E-02	-0.0023922	5.123883E-02	-3.144729E-03	-5.416651E-02	-8.277858E-03	-5.001084E-02	-0.1286814	0	44.36645
0	-8.4426	-3.9401	51	16	2301	94.82029	-2.516207E-02	4.549548E-03	-2.519344E-02	-2.100175E-02	-0.0541455	-3.440281E-02	-0.1679745	-0.0347408	0	44.05344
0	-8.4416	-3.9401	52	16	2302	94.6786	-1.260114E-02	8.234203E-03	-4.741218E-04	-0.013252	3.695371E-03	-0.0347934	-2.194585E-02	-8.324254E-02	0	44.13808
0	-8.4406	-3.9401	53	16	2303	94.73724	-5.234965E-02	4.847654E-03	2.464612E-02	-8.97626E-03	-5.395324E-02	-1.674865E-02	-7.823011E-02	-0.1743518	0	44.02478
0	-8.4396	-3.9401	54	16	2304	94.34286	-3.599358E-02	3.890908E-03	-1.311814E-02	-1.334903E-02	-4.007892E-02	-2.629253E-02	-5.225563E-02	-1.369822E-02	0	43.96902
0	-8.4386	-3.9401	55	16	2305	94.88291	-1.090865E-02	1.264104E-02	0.1097859	-1.512969E-02	1.844916E-02	1.770474E-02	-8.010864E-02	-5.896077E-02	0	44.34474
0	-8.4376	-3.9401	56	16	2306	93.84456	-0.0245578	0.0284622	0.0262869	-1.544382E-02	-0.0257484	-2.653124E-02	-0.0235884	8.871863E-03	0	43.84774
0	-8.4366	-3.9401	57	16	2307	94.11691	-0.0427924	7.048524E-03	-3.419873E-02	-1.319616E-02	0.018271	-4.338811E-02	8.359618E-03	-0.1529334	0	43.79206
0	-8.4356	-3.9401	58	16	2308	94.92449	-1.596077E-02	1.896505E-02	-4.407367E-02	-1.339231E-02	1.807289E-02	-2.253372E-04	-2.321231E-02	-1.422914E-02	0	44.29287
0	-8.4346	-3.9401	59	16	2309	94.51511	-0.0334947	-1.857303E-02	-4.005137E-03	-1.096627E-02	-2.488578E-02	6.53794E-04	-0.1964765	-5.716259E-02	0	43.90382
0	-8.4336	-3.9401	60	16	2310	92.93993	0.1528618	1.575995E-02	7.365332E-02	-1.143949E-03	3.905101E-03	-1.698751E-02	-0.1377621	-8.102544E-02	0	43.42713
0	-8.4326	-3.9401	61	16	2311	88.60333	1.047607	0.119592	2.591839E-02	-5.562942E-03	-4.034801E-02	1.658851E-02	-2.242883E-02	-3.694872E-02	0	42.09179
0	-8.4316	-3.9401	62	16	2312	89.00301	1.603066	0.158908	5.374119E-02	2.090396E-03	-4.074033E-02	-3.579254E-02	0.0637091	3.093295E-02	0	42.78739
0	-8.4306	-3.9401	63	16	2313	91.93279	0.767512	6.531321E-02	4.084481E-02	-1.111802E-02	1.824346E-02	-0.0258175	-7.901521E-02	-0.1048801	0	43.35209
0	-8.4296	-3.9401	64	16	2314	94.31834	0.2084188	3.072731E-02	0.0205215	-1.312231E-02	-2.514956E-02	-2.582304E-02	-0.1979959	0.035139	0	44.08212
0	-8.4286	-3.9401	65	16	2315	95.09767	2.976833E-02	1.289351E-02	-3.228958E-02	-1.704611E-02	4.092353E-03	-2.570804E-02	-0.0793846	-0.1052512	0	44.26328
0	-8.4276	-3.9401	66	16	2316	94.18516	-1.717876E-03	2.127281E-02	0.103628	-1.106245E-02	-5.411314E-02	-1.696935E-02	-0.1380805	-5.791754E-02	0	43.93411
0	-8.4266	-3.9401	67	16	2317	95.11129	-6.408024E-03	1.293652E-02	-2.227397E-02	-3.131034E-03	-0.0541537	-8.255607E-03	-0.1088514	-8.171087E-02	0	44.24833
0	-8.4256	-3.9401	68	16	2318	94.76602	-0.0273965	1.769456E-02	-1.956252E-02	-1.679015E-02	-2.463545E-02	-0.0164796	-0.1657299	-0.1498729	0	43.96964
0	-8.4246	-3.9401	69	16	2319	94.60724	-3.235263E-02	1.305383E-02	5.623508E-02	-2.153262E-02	-5.500875E-02	-3.549778E-02	9.349529E-02	-1.587177E-02	0	44.27474
0	-8.4236	-3.9401	70	16	2320	94.60757	-2.139547E-02	2.207503E-02	7.125627E-02	-1.378446E-03	3.70359E-03	1.739301E-02	3.711363E-02	-0.107047	0	44.24401
0	-8.4226	-3.9401	71	16	2321	95.23488	-1.303116E-02	2.189474E-02	-0.021317	-2.329334E-02	-5.464299E-02	-2.630552E-02	-2.282101E-02	-1.401906E-02	0	44.41301
0	-8.4216	-3.9401	72	16	2322	95.16918	-3.657598E-02	3.532425E-02	6.281684E-02	-8.985668E-03	-1.026563E-02	9.401599E-03	-0.1967248	-0.0339561	0	44.3445
0	-8.4206	-3.9401	73	16	2323	95.21168	-3.276971E-02	8.600245E-03	6.769407E-02	-1.116855E-02	-3.972913E-02	1.772319E-02	-0.1393057	1.121249E-02	0	44.42826
0	-8.4196	-3.9401	74	16	2324	94.9085	-7.547182E-03	4.086435E-02	5.060157E-03	-1.296586E-02	-2.485872E-02	1.808805E-02	-0.1078976	-0.1277651	0	44.17514
0	-8.4186	-3.9401	75	16	2325	91.109	0.185606	5.815922E-02	0.2006788	-1.073118E-02	-2.460961E-02	-2.504638E-02	-0.2528145	-0.1247431	0	42.58768
0	-8.4176	-3.9401	76	16	2326	71.02084	2.001099	0.5607511	0.6831804	0.0156708	7.064311E-02	-3.542304E-02	-4.766799E-02	-0.1503942	0	35.3512
0	-8.4166	-3.9401	77	16	2327	53.04808	5.232127	0.9310974	0.5675626	7.148993E-03	0.1870743	2.128275E-02	-0.1069469	-3.289509E-02	0	29.16243
0	-8.4156	-3.9401	78	16	2328	55.44741	6.640254	1.00439	0.5972127	1.429194E-03	0.1616746	-1.988685E-02	6.976687E-02	-0.1280084	0	31.2513
0	-8.4146	-3.9401	79	16	2329	54.34422	6.726913	1.04111	0.5930585	7.42596E-03	0.2156894	1.370435E-02	-0.1054535	-5.501712E-02	0	30.76591
0	-8.4136	-3.9401	80	16	2330	52.0949	7.445961	1.294764	0.561658	7.333569E-03	0.1607374	-1.129342E-02	-1.642753E-02	-0.1490109	0	30.25959
0	-8.4126	-3.9401	81	16	2331	50.68432	8.011859	1.39194	0.4687629	1.316787E-02	9.331079E-02	-2.847149E-03	-0.1929614	-3.007188E-02	0	29.84885
0	-8.4116	-3.9401	82	16	2332	45.85565	9.360615	1.478712	0.5110261	6.484764E-03	0.1707022	4.426607E-02	7.660916E-03	5.726871E-02	0	28.801
0	-8.4106	-3.9401	83	16	2333	41.83742	9.630679	1.383823	0.6460395	3.077902E-03	0.1167742	2.029437E-02	4.246923E-02	-0.1024423	0	27.00959
0	-8.4096	-3.9401	84	16	2334	35.60726	8.013688	1.419906	0.5365217	7.042544E-04	0.1525544	-1.335055E-02	4.110952E-02	-0.1038528	0	23.03601
0	-8.4086	-3.9401	85	16	2335	34.79169	8.767321	1.517363	0.6323115	2.169539E-02	0.2309166	3.385822E-03	-4.503759E-02	-7.755462E-02	0	23.28558
0	-8.4076	-3.9401	86	16	2336	34.22797	10.87508	2.009822	0.6855728	-3.017952E-03	0.738624	6.736885E-02	7.071415E-02	-0.1039026	0	24.99703
0	-8.4066	-3.9401	87	16	2337	30.56996	10.16278	4.232546	0.6172971	-5.433435E-04	3.018825	8.17948E-03	-0.1770251	0.1453265	0	25.35334
0	-8.4056	-3.9401	88	16	2338	23.54173	7.58306	11.72944	0.516089	1.131006E-02	9.442379	-0.0296946	-0.1414924	-1.833677E-02	0	28.45984
0	-8.4046	-3.9401	89	16	2339	14.46446	4.800706	25.67424	1.131752	1.875988E-02	20.55891	-4.421989E-02	-7.827477E-02	4.167691E-03	0	38.04709
0	-8.4036	-3.9401	90	16	2340	7.009054	2.340673	40.43836	1.674925	4.695114E-02	31.71811	-2.504599E-02	-6.428722E-02	0.4143363	0	49.44173
0	-8.4026	-3.9401	91	16	2341	2.431187	0.713871	51.72753	2.036342	2.286441E-02	38.97675	-2.612383E-03	0.1145507	0.1769896	0	57.85313
0	-8.4016	-3.9401	92	16	2342	0.6043271	0.1050327	54.77577	2.226612	3.541203E-02	42.4915	-1.769613E-02	0.1164739	3.673447E-02	0	60.42316
0	-8.4006	-3.9401	93	16	2343	0.2849118	-3.262074E-02	55.61775	2.253111	5.468722E-02	42.59309	-3.354754E-02	-3.528372E-02	0.2955753	0	60.96796
0	-8.3996	-3.9401	94	16	2344	0.1989777	-2.789571E-02	55.87924	2.19478	4.206023E-02	41.7417	1.237979E-02	0.144354	0.1292599	0	60.70459
0	-8.3986	-3.9401	95	16	2345	0.1674159	-2.268142E-02	55.61863	2.306386	0.0227169	41.87254	-1.043217E-02	-4.791947E-03	0.2013888	0	60.58136
0	-8.3976	-3.9401	96	16	2346	0.1683775	-1.459953E-02	56.15034	2.489737	6.354665E-02	42.48473	-2.573972E-02	8.565439E-02	0.1778603	0	61.50895
0	-8.3966	-3.9401	97	16	2347	0.1783708	-3.735038E-02	55.75444	2.052283	5.315082E-02	43.65555	-4.865573E-02	-6.406301E-02	0.2021836	0	61.16399
0	-8.3956	-3.9401	98	16	2348	0.0864315	6.640899E-03	55.54504	2.087434	4.225502E-02	41.36639	5.056673E-03	-0.1242601	0.1549976	0	59.95301
0	-8.3946	-3.9401	99	16	2349	0.142952	-1.545683E-03	55.74588	2.229035	3.515252E-02	41.75578	-6.432343E-02	-4.216222E-03	0.1309123	0	60.47647
0	-8.3936	-3.9401	100	16	2350	0.1356677	-7.335871E-03	55.64107	2.240957	4.021019E-02	42.49502	-3.271236E-03	0.1125473	0.3876366	0	61.07747
0	-8.3926	-3.9401	101	16	2351	7.254141E-02	-4.736086E-02	55.24635	2.192762	1.021428E-02	42.39359	-1.836691E-02	2.400284E-02	0.2947018	0	60.45837
0	-8.3916	-3.9401	102	16	2352	0.103949	-2.264809E-02	55.71152	2.258592	4.578588E-02	41.88451	-1.040317E-02	-3.452845E-02	0.2016758	0	60.57349
0	-8.3906	-3.9401	103	16	2353	4.114003E-02	0.0131431	55.97372	2.404935	4.416741E-02	42.50036	-3.323706E-02	-6.354372E-02	0.2026522	0	61.13355
0	-8.3896	-3.9401	104	16	2354	9.317496E-02	-1.931025E-02	55.7958	2.244459	3.178814E-02	42.82361	-1.777757E-02	-3.352525E-02	0.1552337	0	60.97066
0	-8.3886	-3.9401	105	16	2355	4.853589E-02	-6.302956E-02	55.30324	2.24575	5.452249E-02	40.80327	-6.450056E-02	-3.466375E-02	0.1542343	0	59.6932
0	-8.3876	-3.9401	106	16	2356	8.913998E-02	-1.977648E-02	55.05221	2.18967	4.947193E-02	43.25227	-1.807042E-02	8.500486E-02	0.2243907	0	60.74702
0	-8.3866	-3.9401	107	16	2357	6.336743E-02	-1.808822E-02	55.11563	2.032706	3.170699E-02	42.9784	5.148239E-03	5.540773E-02	0.1538911	0	60.41094
0	-8.3856	-3.9401	108	16	2358	5.176004E-02	-1.423214E-02	55.43892	2.113598	3.632665E-02	41.46907	-3.477491E-02	0.1705967	0.4565189	0	60.40631
0	-8.3846	-3.9401	109	16	2359	0.0448791	-2.078369E-02	55.50673	2.258249	4.955328E-02	42.51966	-4.862282E-02	-6.333274E-02	0.1554935	0	60.60196
0	-8.3836	-3.9401	110	16	2360	4.809266E-02	-4.591287E-02	56.37259	2.0115	2.604049E-02	41.88192	-2.630036E-02	0.1444565	0.1289457	0	60.82201
0	-8.3826	-3.9401	111	16	2361	5.768071E-02	-0.0174822	55.50489	2.406396	7.090594E-02	42.67369	-3.313629E-02	-0.0932718	0.2266227	0	60.88674
0	-8.3816	-3.9401	112	16	2362	8.108032E-02	-4.024805E-02	55.16502	2.36909	7.254876E-02	42.06327	-1.022398E-02	-3.761695E-03	0.1784849	0	60.38339
0	-8.3806	-3.9401	113	16	2363	5.888119E-02	-2.638775E-02	56.04287	2.368267	3.339478E-02	43.58675	-3.362819E-02	0.1750284	0.2476094	0	61.83575
0	-8.3796	-3.9401	114	16	2364	6.047681E-02	-2.335093E-02	55.78952	2.123746	4.741699E-02	42.60462	-3.395901E-02	2.363547E-02	0.3652038	0	60.96932
0	-8.3786	-3.9401	115	16	2365	8.834369E-02	-4.902872E-03	55.69096	2.340423	5.487192E-02	43.17387	-7.193013E-02	0.086503	0.1546359	0	61.25422
0	-8.3776	-3.9401	116	16	2366	0.0832965	-2.897275E-02	55.83655	2.211423	0.0600111	41.66559	-3.345625E-02	-3.595423E-03	0.1075993	0	60.45773
0	-8.3766	-3.9401	117	16	2367	0.0869794	-3.186773E-02	56.51429	2.336473	4.615285E-02	43.08485	-1.742324E-02	-0.1220713	0.1332333	0	61.59995
0	-8.3756	-3.9401	118	16	2368	3.104372E-02	-2.139177E-02	55.64391	2.446712	0.0334109	43.26796	-2.589477E-02	0.1752861	0.2477471	0	61.48338
0	-8.3746	-3.9401	119	16	2369	5.077202E-02	-2.295204E-02	55.98859	2.041807	5.982678E-02	41.57446	-2.612307E-02	-5.080465E-03	0.2009267	0	60.42659
0	-8.3736	-3.9401	120	16	2370	7.196885E-02	-3.142903E-02	54.9347	2.315581	4.733171E-02	41.92015	-4.189771E-02	0.1131503	0.3879418	0	60.34449
0	-8.3726	-3.9401	121	16	2371	0.0957886	-3.197683E-02	55.80286	2.269911	3.894022E-02	42.41964	-4.856735E-02	0.1182392	-5.717989E-02	0	60.76132
0	-8.3716	-3.9401	122	16	2372	5.269626E-02	-4.164431E-02	55.08116	2.35461	5.144274E-02	42.56674	-1.763886E-02	-0.123077	0.2269388	0	60.43014
0	-8.3706	-3.9401	123	16	2373	6.149778E-02	-3.068867E-02	55.86844	2.218477	3.169651E-02	42.21677	2.831695E-02	-0.1241913	0.2733391	0	60.75199
0	-8.3696	-3.9401	124	16	2374	9.899775E-02	-1.472385E-02	55.88104	2.495468	5.627241E-02	41.59791	-4.157775E-02	0.1754193	0.2004225	0	60.98486
0	-8.3686	-3.9401	125	16	2375	9.808806E-02	-2.819449E-02	55.14903	2.579782	3.122656E-02	41.39209	-2.666796E-02	0.263091	0.3635251	0	60.64257
0	-8.3676	-3.9401	126	16	2376	0.1153692	-3.120381E-02	55.48811	2.305026	4.567876E-02	42.10003	1.240154E-02	8.448429E-02	0.3182719	0	60.76454
0	-8.3666	-3.9401	127	16	2377	0.1408445	-2.221795E-02	55.54511	2.297054	3.546424E-02	42.56949	-4.849052E-02	-9.253211E-02	0.1562772	0	60.69567
0	-8.3656	-3.9401	128	16	2378	0.1241442	-2.103053E-02	55.5282	2.355426	6.185899E-02	42.26757	-6.439968E-02	5.623687E-02	0.2016681	0	60.78873
0	-8.3646	-3.9401	129	16	2379	0.1271351	-4.134186E-02	55.46103	2.494259	3.181708E-02	41.28882	-0.0408374	-0.1224881	0.1565223	0	60.23003
0	-8.3636	-3.9401	130	16	2380	0.1834977	-2.269008E-02	55.3571	2.37563	4.058976E-02	42.47704	-1.803593E-02	0.1164464	0.177844	0	60.83311
0	-8.3626	-3.9401	131	16	2381	0.1339045	4.267972E-03	55.09778	2.885886	5.875222E-02	42.61943	-3.269684E-02	-7.93248E-04	0.133619	0	61.08782
0	-8.3616	-3.9401	132	16	2382	0.1633256	-3.311913E-02	53.46419	2.911591	5.306554E-02	40.29986	5.916964E-02	0.1174983	0.1314865	0	59.05506
0	-8.3606	-3.9401	133	16	2383	0.1673116	-1.421163E-03	53.44955	2.292601	6.700048E-02	40.20238	-3.394068E-02	-3.558676E-02	0.3188413	0	58.41013
0	-8.3596	-3.9401	134	16	2384	0.2819177	-3.225011E-02	54.65353	2.297803	5.480852E-02	41.65348	-1.805573E-02	0.1167949	0.107055	0	59.88734
0	-8.3586	-3.9401	135	16	2385	0.2898707	-1.538286E-02	54.70693	3.116548	4.596192E-02	41.18336	-0.0410148	0.1778298	0.1787538	0	60.64819
0	-8.3576	-3.9401	136	16	2386	0.4083095	-3.790094E-02	53.79487	3.594031	5.444445E-02	38.28846	-3.381001E-02	0.1764818	0.2958857	0	59.36246
0	-8.3566	-3.9401	137	16	2387	0.5455123	-1.216935E-02	53.59709	2.957816	5.360683E-02	37.67405	1.819652E-02	0.4095197	0.5722359	0	58.85104
0	-8.3556	-3.9401	138	16	2388	0.9018363	-6.370507E-03	52.83916	2.65849	3.998261E-02	37.73489	-4.240307E-02	2.237396E-02	0.5059282	0	57.78202
0	-8.3546	-3.9401	139	16	2389	2.368276	1.620274E-02	50.59695	2.334888	6.273583E-02	39.33126	-3.249295E-02	-0.1204861	6.348017E-02	0	56.77883
0	-8.3536	-3.9401	140	16	2390	7.724698	6.762547E-03	46.35403	2.336528	4.376685E-02	35.81259	2.277668E-02	-0.1494054	0.2302418	0	54.83143
0	-8.3526	-3.9401	141	16	2391	25.48934	7.039188E-03	34.12095	1.313304	3.556963E-02	25.11266	-4.441935E-02	-0.2291992	0.1450835	0	48.52376
0	-8.3516	-3.9401	142	16	2392	56.02108	3.421852E-02	16.6453	0.2474318	5.003694E-03	13.42745	-1.146114E-02	-8.386354E-02	-2.082135E-02	0	44.12133
0	-8.3506	-3.9401	143	16	2393	82.59798	0.0193395	4.795309	1.121401E-02	-1.073698E-02	4.693185	-2.057137E-02	-6.042676E-02	-2.232159E-02	0	44.01743
0	-8.3496	-3.9401	144	16	2394	93.15102	-5.441081E-03	1.063271	1.307331E-03	-0.017319	0.8500566	-1.256478E-04	-0.1997097	3.385605E-02	0	44.51175
0	-8.3486	-3.9401	145	16	2395	95.23791	-2.814943E-02	0.2559641	0.0103112	-1.494055E-02	4.868766E-02	-6.041881E-02	-0.107211	-0.1277606	0	44.47495
0	-8.3476	-3.9401	146	16	2396	95.14053	-3.207972E-02	0.1297421	-3.462736E-02	-1.366496E-03	3.342956E-02	-3.494945E-02	3.836511E-02	-8.391397E-02	0	44.47059
0	-8.3466	-3.9401	147	16	2397	94.6187	-0.0400717	0.1234532	2.413702E-02	8.701092E-04	4.448155E-03	-2.570505E-02	-0.1379143	-3.460554E-02	0	44.16119
0	-8.3456	-3.9401	148	16	2398	94.88528	-3.553408E-02	0.1041508	-1.183804E-02	-1.300178E-02	-3.939591E-02	-5.178332E-02	-0.167183	-3.409971E-02	0	44.1708
0	-8.3446	-3.9401	149	16	2399	95.58161	-2.359441E-02	7.810206E-02	1.248679E-02	-5.42679E-03	1.871224E-02	0.0173722	7.724691E-03	9.224791E-03	0	44.75595
0	-8.3436	-3.9401	150	16	2400	95.8241	-4.215629E-02	7.026667E-02	-2.51662E-03	-9.213781E-03	-3.969431E-02	-5.219662E-02	-2.023814E-02	-5.956358E-02	0	44.6978
0	-8.4926	-3.9391	1	17	2401	33.0117	7.564999	3.392493E-02	0.9340537	0.1204897	8.728616E-03	0.0345296	0.0398885	6.102262E-02	0	21.17509
0	-8.4916	-3.9391	2	17	2402	33.16946	7.765613	0.0752205	0.8104892	0.1226977	9.217505E-03	6.714232E-02	-1.653895E-02	0.039915	0	21.22511
0	-8.4906	-3.9391	3	17	2403	31.73326	7.153829	0.2124077	1.068724	0.1294863	2.114091E-02	5.005647E-02	6.876035E-02	3.697595E-02	0	20.61652
0	-8.4896	-3.9391	4	17	2404	31.041	6.359857	0.3161834	0.9587104	0.1245306	0.1371136	3.559562E-02	-0.1594713	0.0442135	0	19.62974
0	-8.4886	-3.9391	5	17	2405	34.10001	4.907872	0.5619026	0.9764279	0.1161164	0.2257776	4.936961E-02	-8.217649E-02	0.1509287	0	20.57017
0	-8.4876	-3.9391	6	17	2406	37.04094	3.813884	1.228744	1.023016	3.932357E-02	0.4327777	4.929769E-02	6.320412E-02	-3.885345E-02	0	21.78377
0	-8.4866	-3.9391	7	17	2407	50.44866	2.338223	0.6658641	0.8276989	2.925426E-02	0.2883818	4.415115E-02	6.613502E-03	-6.007373E-02	0	26.42196
0	-8.4856	-3.9391	8	17	2408	67.819	1.44624	0.3513438	0.4972073	3.044778E-02	0.1093696	5.562663E-02	-2.294291E-02	-6.015718E-02	0	33.35061
0	-8.4846	-3.9391	9	17	2409	81.74837	0.9342449	0.1975996	0.3058005	-5.369666E-03	0.1011093	7.936464E-03	-0.1369938	-0.1268579	0	39.03885
0	-8.4836	-3.9391	10	17	2410	92.23573	0.3608732	3.849126E-02	8.179116E-02	-3.242387E-03	-3.980755E-02	2.612993E-02	-0.1387285	-5.828714E-02	0	43.26246
0	-8.4826	-3.9391	11	17	2411	94.65575	6.194365E-02	-2.572286E-02	2.917282E-02	-8.999814E-03	-5.397731E-02	-8.099612E-03	-7.882387E-02	-0.1743717	0	44.0412
0	-8.4816	-3.9391	12	17	2412	96.188	9.179005E-04	-1.872851E-02	3.876295E-02	-1.090475E-02	-1.028477E-02	9.557169E-03	-0.166875	-0.1038716	0	44.74454
0	-8.4806	-3.9391	13	17	2413	96.38066	-0.0173789	-3.065725E-02	-0.0244403	-1.667592E-02	-9.968712E-03	9.952349E-03	-0.1947004	-0.172544	0	44.66402
0	-8.4796	-3.9391	14	17	2414	95.84132	-1.317671E-02	-2.803803E-02	2.351518E-02	-2.128151E-02	3.490698E-03	-8.819063E-03	-8.255373E-02	3.266433E-02	0	44.72885
0	-8.4786	-3.9391	15	17	2415	95.58186	-2.150172E-02	-9.90821E-03	-7.059993E-03	-9.272622E-03	-1.088583E-02	-3.474978E-02	-5.206463E-02	-5.993559E-02	0	44.52722
0	-8.4776	-3.9391	16	17	2416	95.66219	-2.399046E-02	-2.191864E-02	1.330508E-02	-7.139878E-03	-0.0687169	-0.0344455	-5.070309E-02	-0.1288707	0	44.49437
0	-8.4766	-3.9391	17	17	2417	95.66501	-2.778542E-02	-3.092929E-02	-3.106079E-02	4.44708E-03	1.789568E-02	-2.639173E-02	-8.309512E-02	5.552828E-02	0	44.62502
0	-8.4756	-3.9391	18	17	2418	95.63461	-0.025906	2.428161E-03	-7.726983E-04	-1.723028E-02	-0.0109046	-0.0260819	-0.1111459	1.007818E-02	0	44.56923
0	-8.4746	-3.9391	19	17	2419	94.8421	-2.174654E-02	-1.710827E-02	-1.282158E-02	-7.447848E-03	3.317547E-03	-8.973742E-03	6.455495E-02	-0.1079238	0	44.2472
0	-8.4736	-3.9391	20	17	2420	95.37997	-1.426723E-02	-1.678597E-02	-2.588458E-02	-0.0132568	-2.542917E-02	-8.661964E-03	-2.264081E-02	-8.343374E-02	0	44.41862
0	-8.4726	-3.9391	21	17	2421	95.21329	-2.652344E-02	-6.510494E-03	-2.347308E-02	-3.072953E-03	-3.951966E-02	5.769537E-04	-0.1380471	-0.1045149	0	44.2344
0	-8.4716	-3.9391	22	17	2422	95.03122	-3.723265E-02	-2.494203E-02	4.312228E-02	4.621414E-03	-5.441279E-02	-3.473328E-02	-0.0811975	-3.628955E-02	0	44.29003
0	-8.4706	-3.9391	23	17	2423	95.77688	-4.263974E-02	-1.611759E-02	3.191161E-03	-1.156512E-02	3.187055E-03	2.561309E-02	9.241429E-02	-3.929106E-02	0	44.78029
0	-8.4696	-3.9391	24	17	2424	95.41444	-2.939849E-02	-6.463035E-03	0.0343986	-2.091345E-02	-2.496143E-02	-1.679077E-02	-0.1084534	-0.1278418	0	44.37147
0	-8.4686	-3.9391	25	17	2425	95.11679	-0.0140762	-2.626734E-02	1.394341E-02	4.644158E-03	-2.535671E-02	-8.578501E-03	-0.257904	0.1277068	0	44.32639
0	-8.4676	-3.9391	26	17	2426	95.11535	-3.557608E-02	-2.883977E-02	8.118902E-03	0.0106678	-2.523979E-02	-1.713968E-02	-8.037654E-02	-8.236392E-02	0	44.27976
0	-8.4666	-3.9391	27	17	2427	95.4906	-2.479392E-02	-3.094605E-02	-5.205554E-02	-1.484938E-02	-1.024308E-02	-4.269455E-02	-0.1959169	-0.1034836	0	44.25423
0	-8.4656	-3.9391	28	17	2428	94.93768	-0.0398948	-2.747995E-02	4.096263E-02	-0.0230689	-0.0107439	-4.328089E-02	-2.144912E-02	-0.1292516	0	44.20026
0	-8.4646	-3.9391	29	17	2429	95.10567	-0.0297783	-8.181651E-03	-2.398564E-02	-2.107182E-02	-1.070528E-02	-1.712825E-02	-0.1097945	-5.890858E-02	0	44.23094
0	-8.4636	-3.9391	30	17	2430	94.71855	-3.235819E-02	-0.0312504	-0.0166888	-1.556663E-02	1.757461E-02	-0.052874	9.256853E-02	-3.930853E-02	0	44.23206
0	-8.4626	-3.9391	31	17	2431	95.28934	-3.681516E-02	-1.625036E-02	6.027402E-02	-5.122436E-03	-0.0686694	-4.309614E-02	-0.1091229	-8.170203E-02	0	44.3524
0	-8.4616	-3.9391	32	17	2432	94.77497	-2.582846E-02	-8.66799E-03	4.742263E-02	-6.824847E-03	4.790498E-02	-2.510504E-02	-0.1654684	-0.1728735	0	44.04166
0	-8.4606	-3.9391	33	17	2433	94.6357	-2.766524E-02	-2.131022E-02	-1.229433E-02	-9.49563E-03	3.258573E-03	-1.781391E-02	5.327266E-03	-1.482232E-02	0	44.16804
0	-8.4596	-3.9391	34	17	2434	94.8221	-3.169546E-02	-1.274899E-02	-2.129091E-02	-2.325323E-02	-0.0545912	-1.754728E-02	-8.199515E-02	9.683393E-03	0	44.15743
0	-8.4586	-3.9391	35	17	2435	94.9432	-1.096372E-03	-1.261458E-02	1.844095E-02	-1.667296E-02	6.260826E-02	-5.107559E-02	-0.2238874	-0.1488716	0	44.06026
0	-8.4576	-3.9391	36	17	2436	94.87802	-0.0182022	-5.454795E-03	0.0799949	-1.263952E-03	-5.431327E-02	-2.590749E-02	-8.047264E-02	-5.913358E-02	0	44.25951
0	-8.4566	-3.9391	37	17	2437	95.64009	-1.770758E-02	-1.437562E-02	7.985472E-03	-9.460529E-03	0.0470764	1.715619E-02	-8.309674E-02	7.882398E-02	0	44.70649
0	-8.4556	-3.9391	38	17	2438	95.65261	-1.934821E-02	-2.153321E-02	-4.317804E-02	-9.004882E-03	-0.0394652	-3.421472E-02	-0.1083995	-0.1279164	0	44.39909
0	-8.4546	-3.9391	39	17	2439	95.27915	-9.80904E-03	-2.763644E-02	-2.802045E-02	-1.521692E-02	-3.988645E-02	-3.474271E-02	-0.0516086	-5.977596E-02	0	44.34107
0	-8.4536	-3.9391	40	17	2440	95.00484	-2.759095E-02	-1.023362E-02	-5.313414E-03	-6.91839E-03	-3.931036E-02	2.695276E-02	-0.1663597	-0.1269003	0	44.11538
0	-8.4526	-3.9391	41	17	2441	95.28613	-2.556626E-02	-1.922121E-02	2.413682E-02	-1.317268E-02	-2.524713E-02	-1.719523E-02	-5.105524E-02	-8.269608E-02	0	44.38937
