98	179	17542	18	
"NK"	"X"	"Y"	"NX"	"NY"	"NXY"	"SiO2 WT%"	"Al2O3 WT%"	"FeO WT%"	"BaO WT%"	"K2O WT%"	"SrO WT%"	"CaO WT%"	"TiO2 WT%"	"Na2O WT%"	"MgO WT%"	"O WT%"	"Total"
0	-4.7955	-36.566	40	47	4548	46.66437	31.25464	0.8143614	-3.606189E-02	0.1560291	0.3180774	17.40087	1.011065E-02	1.75188	7.543425E-02	0	98.40971
0	-4.795	-36.566	41	47	4549	46.26219	31.10318	0.7358838	1.469074E-02	0.1461277	0.2175841	17.3827	1.444942E-02	1.778664	8.214283E-02	0	97.73762
0	-4.7945	-36.566	42	47	4550	46.62909	30.99358	0.7319209	-2.546889E-02	0.1409447	0.1532125	17.42707	6.195525E-02	1.801437	8.924682E-02	0	98.00298
0	-4.794	-36.566	43	47	4551	46.43152	31.18473	0.7077174	-1.568699E-02	0.1557426	0.2812052	17.38892	4.027437E-02	1.744914	8.412764E-02	0	98.00346
0	-4.7935	-36.566	44	47	4552	46.6288	31.13098	0.7656819	-5.51653E-03	0.1497097	0.222382	17.39121	7.469843E-02	1.776149	7.949018E-02	0	98.21359
0	-4.793	-36.566	45	47	4553	46.92414	31.11729	0.7086203	-0.106186	0.1556095	0.2008433	17.40794	1.482076E-02	1.776357	7.544798E-02	0	98.27489
0	-4.7925	-36.566	46	47	4554	46.47764	31.23965	0.7627406	-0.0257658	0.1506446	0.2492864	17.48557	1.879454E-02	1.74242	6.922308E-02	0	98.17021
0	-4.792	-36.566	47	47	4555	46.66213	31.37044	0.6898793	-5.615148E-03	0.1404166	0.3023233	17.53237	4.454926E-02	1.828302	8.179799E-02	0	98.64661
0	-4.7915	-36.566	48	47	4556	46.46557	31.23256	0.722657	-0.0257669	0.1608828	0.2813122	17.39772	6.611274E-02	1.840931	7.410286E-02	0	98.21608
0	-4.791	-36.566	49	47	4557	46.54865	31.03178	0.728703	-3.583108E-02	0.1622694	0.2863378	17.26226	6.614672E-02	1.790862	7.676901E-02	0	97.91795
0	-4.7905	-36.566	50	47	4558	46.67361	31.09504	0.6933519	-4.577266E-02	0.1515151	0.2383612	17.3712	9.207205E-02	1.785645	8.373394E-02	0	98.13876
0	-4.79	-36.566	51	47	4559	46.58879	31.22666	0.8114966	4.383693E-03	0.1549084	0.2543952	17.59711	4.018216E-02	1.817838	7.620084E-02	0	98.57197
0	-4.7895	-36.566	52	47	4560	46.89958	31.1394	0.76316	-4.577334E-02	0.1610581	0.2114738	17.46337	4.473919E-02	1.804307	7.902529E-02	0	98.52035
0	-4.789	-36.566	53	47	4561	46.46761	31.37573	0.761253	-5.573642E-03	0.140743	0.2495068	17.49147	7.038268E-02	1.765621	7.854536E-02	0	98.39528
0	-4.7885	-36.566	54	47	4562	46.55928	31.47015	0.7446575	0.1157558	0.1456954	0.1803088	17.43139	1.001034E-02	1.915933	8.169606E-02	0	98.65486
0	-4.788	-36.566	55	47	4563	47.0481	31.18353	0.7559394	-8.615325E-02	0.1871262	0.2592382	17.28513	5.342871E-02	1.768034	6.968172E-02	0	98.52406
0	-4.7875	-36.566	56	47	4564	46.63169	31.27608	0.7273693	-2.564244E-02	0.1575162	0.2652794	17.37301	4.036536E-02	1.83586	7.835486E-02	0	98.35989
0	-4.787	-36.566	57	47	4565	46.80347	31.22589	0.7291873	-1.527398E-02	0.1710257	0.169266	17.37971	2.326206E-02	1.831652	8.149248E-02	0	98.39968
0	-4.7865	-36.566	58	47	4566	46.91016	31.10702	0.8216065	0.1053538	0.1634574	0.2539141	17.34561	5.290133E-02	1.893861	8.795344E-02	0	98.74184
0	-4.786	-36.566	59	47	4567	46.53304	31.09486	0.7248478	-4.560523E-02	0.1595996	0.1855458	17.32985	3.191618E-02	1.787817	0.0589781	0	97.86085
0	-4.7855	-36.566	60	47	4568	46.48391	31.21722	0.7670715	3.478736E-02	0.1505801	0.2707443	17.35107	6.168722E-02	1.841724	8.341299E-02	0	98.26221
0	-4.785	-36.566	61	47	4569	46.65216	31.21963	0.7040655	-4.559015E-02	0.1686035	0.2175057	17.27411	4.052682E-02	1.875861	8.033181E-02	0	98.18721
0	-4.7845	-36.566	62	47	4570	46.54749	31.13251	0.7569486	0.0147266	0.1752795	0.249371	17.26711	6.609288E-02	1.857254	8.050346E-02	0	98.14729
0	-4.784	-36.566	63	47	4571	46.62314	30.85649	0.7205856	-8.602666E-02	0.1582025	0.2438502	17.19664	-1.536025E-02	1.806819	7.279537E-02	0	97.57713
0	-4.7835	-36.566	64	47	4572	47.04439	31.23402	0.7486838	-0.0455778	0.172475	0.2062973	17.31461	3.192482E-02	1.880822	8.158466E-02	0	98.66922
0	-4.783	-36.566	65	47	4573	47.1361	31.33992	0.770968	-5.074005E-03	0.1472312	0.1370265	17.35661	6.202188E-02	1.818324	6.506599E-02	0	98.8282
0	-4.7825	-36.566	66	47	4574	46.87892	31.07261	0.7405763	4.502198E-02	0.1657058	0.2647048	17.26183	4.882812E-02	1.796254	0.0650754	0	98.33952
0	-4.782	-36.566	67	47	4575	46.8924	31.20675	0.7108259	8.550148E-02	0.1701133	0.2382648	17.29596	5.309433E-02	1.883706	8.287334E-02	0	98.61949
0	-4.7815	-36.566	68	47	4576	46.53773	31.30826	0.7470968	-2.542473E-02	0.1449058	0.2018015	17.39311	1.739636E-03	1.862927	7.404074E-02	0	98.24619
0	-4.781	-36.566	69	47	4577	46.61154	30.99579	0.7187148	-2.561325E-02	0.1485471	0.2331854	17.50095	8.775244E-02	1.855805	7.939887E-02	0	98.20607
0	-4.7805	-36.566	70	47	4578	46.67756	31.17331	0.7860317	0.1458137	0.1535287	0.254437	17.32882	0.0399536	1.861791	7.977221E-02	0	98.50101
0	-4.78	-36.566	71	47	4579	47.039	31.34916	0.7678842	-7.613285E-02	0.1628875	0.3074746	17.32415	4.047785E-02	1.792824	7.807625E-02	0	98.7858
0	-4.7795	-36.566	72	47	4580	46.85667	31.41344	0.6993979	-2.561363E-02	0.1582496	0.2971477	17.39696	7.052285E-02	1.8371	7.895918E-02	0	98.78284
0	-4.779	-36.566	73	47	4581	46.9782	30.98699	0.7646367	4.660591E-03	0.1571749	0.2592464	17.40205	2.310478E-02	1.838098	8.023254E-02	0	98.49438
0	-4.7785	-36.566	74	47	4582	46.5834	31.42458	0.7113113	2.506723E-02	0.1696262	0.2017831	17.42642	0.0360739	1.850108	7.575717E-02	0	98.50413
0	-4.778	-36.566	75	47	4583	46.73358	31.14078	0.7172523	-4.589184E-02	0.1429996	0.3343755	17.28714	4.900772E-02	1.8088	8.672884E-02	0	98.25476
0	-4.7775	-36.566	76	47	4584	46.58369	31.439	0.7023323	4.717374E-03	0.1596791	0.2603072	17.55315	-7.001388E-03	1.812353	7.653707E-02	0	98.58476
0	-4.777	-36.566	77	47	4585	46.98499	31.13935	0.6475763	-2.557969E-02	0.154766	0.3019616	17.42231	7.917298E-02	1.815067	7.594635E-02	0	98.59557
0	-4.7765	-36.566	78	47	4586	47.07383	31.6339	0.6802364	2.512391E-02	0.1423991	0.2545554	17.36705	5.965009E-03	1.805972	7.772769E-02	0	99.06675
0	-4.776	-36.566	79	47	4587	46.62301	31.45176	0.7322755	-0.0457963	0.1620903	0.2763269	17.48104	1.031632E-02	1.786368	6.997366E-02	0	98.54737
0	-4.7755	-36.566	80	47	4588	46.74327	31.28949	0.7026338	-2.551447E-02	0.1604391	0.2386753	17.57735	1.462158E-02	1.785901	0.0895052	0	98.57636
0	-4.775	-36.566	81	47	4589	46.44465	31.28266	0.7574453	-4.590149E-02	0.1511537	0.2817182	17.4959	2.318723E-02	1.735897	0.0726213	0	98.19933
0	-4.7745	-36.566	82	47	4590	46.44127	31.16837	0.6934614	-5.462708E-03	0.1412304	0.3029029	17.42761	1.020354E-02	1.736783	8.092996E-02	0	97.99728
0	-4.774	-36.566	83	47	4591	46.52935	31.23488	0.6726705	0.0249247	0.1592893	0.2548299	17.56098	1.879291E-02	1.715372	8.121964E-02	0	98.2523
0	-4.7735	-36.566	84	47	4592	46.58948	31.04231	0.7009872	4.713737E-03	0.1663562	0.2492742	17.52705	2.313744E-02	1.753393	7.473337E-02	0	98.13142
0	-4.773	-36.566	85	47	4593	46.58018	31.24318	0.7919734	-5.583301E-02	0.1286276	0.1963748	17.59408	4.913237E-02	1.751082	0.0803225	0	98.35913
0	-4.7725	-36.566	86	47	4594	46.43913	31.29247	0.7348965	-4.618135E-02	0.1327776	0.3614591	17.68762	7.473773E-02	1.747914	8.482087E-02	0	98.50964
0	-4.772	-36.566	87	47	4595	46.48896	31.80365	0.72653	-2.542212E-02	0.1500612	0.2344176	17.44684	4.480001E-02	1.775112	0.0808076	0	98.72575
0	-4.7715	-36.566	88	47	4596	46.47545	31.25784	0.7342213	-6.584815E-02	0.1484987	0.2072701	17.50229	4.058956E-02	1.716899	8.716013E-02	0	98.10437
0	-4.771	-36.566	89	47	4597	46.79192	31.57232	0.750001	4.685198E-03	0.1456725	0.2601607	17.60728	4.465142E-02	1.729555	6.899339E-02	0	98.97523
0	-4.7705	-36.566	90	47	4598	46.66163	31.34565	0.7338024	-5.358473E-03	0.1502509	0.265529	17.43726	1.455651E-02	1.647576	7.280907E-02	0	98.3237
0	-4.77	-36.566	91	47	4599	46.48248	31.5796	0.734584	0.1055805	0.1329246	0.2765866	17.55241	0.0443913	1.747913	7.606199E-02	0	98.73253
0	-4.7695	-36.566	92	47	4600	46.50833	31.31816	0.7545478	-5.611512E-02	0.1463337	0.3242787	17.62369	1.455472E-02	1.724666	0.0752865	0	98.43374
0	-4.769	-36.566	93	47	4601	46.7553	31.53926	0.640894	-8.599008E-02	0.1488791	0.2070556	17.73339	9.670587E-02	1.740434	0.0623009	0	98.83822
0	-4.7685	-36.566	94	47	4602	46.39986	31.12644	0.7098209	-5.579809E-03	0.1452169	0.3135612	17.64353	1.876735E-02	1.743709	8.456893E-02	0	98.17989
0	-4.768	-36.566	95	47	4603	46.27125	31.33303	0.8152672	3.495643E-02	0.1477222	0.2235007	17.60436	-2.002122E-02	1.724233	7.294267E-02	0	98.20724
0	-4.7675	-36.566	96	47	4604	46.52365	31.43705	0.7152758	0.1460655	0.1467292	0.2123049	17.77247	7.448677E-02	1.718418	7.457465E-02	0	98.82103
0	-4.767	-36.566	97	47	4605	46.43261	31.39393	0.7825909	4.507127E-02	0.1276648	0.2339381	17.61806	2.733469E-02	1.68856	6.956917E-02	0	98.41933
0	-4.7665	-36.566	98	47	4606	46.33156	31.4635	0.7452521	5.505206E-02	0.1380768	0.2873882	17.62884	3.587221E-02	1.681902	6.974815E-02	0	98.43719
0	-4.815	-36.5655	1	48	4607	45.03537	32.15877	0.7313646	5.426048E-02	0.1109835	0.2084711	18.40379	4.412391E-02	1.312464	5.155848E-02	0	98.11115
0	-4.8145	-36.5655	2	48	4608	44.97895	31.9633	0.700508	-1.639779E-02	0.1063315	0.2456572	18.52236	1.253735E-03	1.26567	6.378484E-02	0	97.83142
0	-4.814	-36.5655	3	48	4609	45.09734	32.11522	0.737479	-6.353065E-03	0.1044144	0.2509367	18.48305	3.560949E-02	1.243388	5.897283E-02	0	98.12004
0	-4.8135	-36.5655	4	48	4610	45.56538	32.05206	0.6574086	1.384796E-02	9.935223E-02	0.2873406	18.51668	5.278438E-02	1.242753	7.321828E-02	0	98.56082
0	-4.813	-36.5655	5	48	4611	45.02795	31.76668	0.6812161	2.404671E-02	0.1012631	0.2241848	18.35299	6.141368E-02	1.305506	6.324842E-02	0	97.60849
0	-4.8125	-36.5655	6	48	4612	45.52018	31.75784	0.6949118	-5.669905E-02	9.290266E-02	0.255334	18.51099	4.007325E-02	1.291833	5.614245E-02	0	98.16351
0	-4.812	-36.5655	7	48	4613	45.25812	31.81822	0.7077442	0.0643862	9.643227E-02	0.2291663	18.36831	-3.173823E-03	1.265239	6.673305E-02	0	97.87117
0	-4.8115	-36.5655	8	48	4614	45.43316	32.19409	0.7505748	4.402079E-02	0.1071695	0.2877941	18.47044	1.398026E-02	1.320254	5.687389E-02	0	98.67835
0	-4.811	-36.5655	9	48	4615	45.49097	31.98852	0.6578426	-1.618597E-02	0.1056586	0.2557545	18.29904	4.435353E-02	1.304291	0.0623767	0	98.19262
0	-4.8105	-36.5655	10	48	4616	45.4522	31.80223	0.6210935	-3.619346E-02	0.1178488	0.2131363	18.27499	3.588159E-02	1.321462	5.473242E-02	0	97.85737
0	-4.81	-36.5655	11	48	4617	45.63634	31.80989	0.7380689	4.161528E-03	0.1218704	0.1649995	18.28474	5.681664E-03	1.389301	8.026869E-02	0	98.23531
0	-4.8095	-36.5655	12	48	4618	45.57627	31.70968	0.729016	-6.094274E-03	0.1129227	0.2235237	18.27732	3.572977E-02	1.429907	6.440536E-02	0	98.15268
0	-4.809	-36.5655	13	48	4619	45.60913	31.68941	0.7439778	-3.639365E-02	0.1120303	0.2287583	18.28935	4.438319E-02	1.345157	6.942251E-02	0	98.09522
0	-4.8085	-36.5655	14	48	4620	45.80553	31.73739	0.724844	-5.887367E-03	0.113738	0.1807584	18.17471	5.302625E-02	1.457402	6.273296E-02	0	98.30424
0	-4.808	-36.5655	15	48	4621	45.7311	31.89161	0.7395426	4.13456E-03	0.1136728	0.202271	18.20666	0.0185688	1.441463	6.564956E-02	0	98.41467
0	-4.8075	-36.5655	16	48	4622	45.95916	31.83289	0.7681672	0.1955424	0.1363414	0.2176303	18.02794	2.669208E-02	1.428276	6.027929E-02	0	98.65292
0	-4.807	-36.5655	17	48	4623	45.67341	31.81746	0.7161601	-4.623436E-02	0.1110093	0.197087	18.14073	7.032584E-02	1.452232	6.455915E-02	0	98.19673
0	-4.8065	-36.5655	18	48	4624	45.83557	31.55348	0.7431233	-0.0561642	0.1184783	0.1542114	18.00257	6.181699E-02	1.542324	6.688489E-02	0	98.02229
0	-4.806	-36.5655	19	48	4625	45.99659	31.85905	0.6719098	-2.578241E-02	0.1188415	0.1701707	17.97378	4.459972E-02	1.499449	5.239128E-02	0	98.36101
0	-4.8055	-36.5655	20	48	4626	45.8482	31.5706	0.7130912	-5.825724E-03	0.1250174	0.2233544	17.90401	2.724682E-02	1.536662	7.657595E-02	0	98.01894
0	-4.805	-36.5655	21	48	4627	45.717	31.60301	0.7213193	6.447513E-02	0.1268464	0.2872211	17.97024	3.555803E-02	1.480144	7.211302E-02	0	98.07793
0	-4.8045	-36.5655	22	48	4628	45.96975	31.37053	0.805361	-5.625251E-02	0.1153495	0.2071736	17.83454	-1.134803E-02	1.57121	6.569609E-02	0	97.87199
0	-4.804	-36.5655	23	48	4629	46.05199	31.23608	0.7394168	0.0647048	0.1278104	0.265382	17.56785	4.855525E-02	1.626583	0.0682182	0	97.79659
0	-4.8035	-36.5655	24	48	4630	45.93053	31.46788	0.7914052	-2.633274E-02	0.1141219	0.3295704	17.8945	1.332205E-03	1.646315	6.255705E-02	0	98.21188
0	-4.803	-36.5655	25	48	4631	46.03457	31.27815	0.7325507	-1.585834E-02	0.1423126	0.2282825	17.76199	0.0100894	1.621063	7.854456E-02	0	97.8717
0	-4.8025	-36.5655	26	48	4632	46.32275	30.98982	0.7530113	-2.625451E-02	0.1291778	0.3284344	17.7271	6.587204E-02	1.669942	6.443034E-02	0	98.02428
0	-4.802	-36.5655	27	48	4633	46.28387	31.40331	0.7260706	3.431905E-02	0.1529194	0.323675	17.72045	7.435904E-02	1.707121	8.115275E-02	0	98.50725
0	-4.8015	-36.5655	28	48	4634	46.56004	31.50676	0.6986883	-3.588526E-02	0.1506204	0.2704626	17.52848	4.889813E-02	1.718773	6.757595E-02	0	98.5144
0	-4.801	-36.5655	29	48	4635	46.29259	31.33482	0.749281	-2.565477E-02	0.1583184	0.2016663	17.39441	1.023661E-02	1.689193	6.705908E-02	0	97.87191
0	-4.8005	-36.5655	30	48	4636	46.54996	31.2459	0.7962345	1.437999E-02	0.1388457	0.2435237	17.64265	4.870999E-02	1.730049	7.839562E-02	0	98.48866
0	-4.8	-36.5655	31	48	4637	46.61475	31.31931	0.7579669	-7.650163E-02	0.1539998	0.312656	17.71792	4.027194E-02	1.763311	8.502277E-02	0	98.68871
0	-4.7995	-36.5655	32	48	4638	46.52324	31.23852	0.6881689	2.470298E-02	0.1651452	0.2383833	17.44114	7.460307E-02	1.782072	6.375672E-02	0	98.23973
0	-4.799	-36.5655	33	48	4639	46.52097	31.20332	0.7595637	-3.592317E-02	0.1436037	0.2649826	17.5004	-1.562718E-02	1.710151	0.0796048	0	98.13105
0	-4.7985	-36.5655	34	48	4640	46.40387	31.13627	0.7384931	2.456058E-02	0.1525251	0.233032	17.64853	3.153633E-02	1.706066	0.0831595	0	98.15805
0	-4.798	-36.5655	35	48	4641	46.86344	31.41073	0.7361227	-9.644508E-02	0.1396902	0.3019994	17.56335	1.461608E-02	1.839419	7.829724E-02	0	98.85121
0	-4.7975	-36.5655	36	48	4642	46.43838	31.03148	0.7520317	-7.654741E-02	0.1616422	0.3393116	17.60328	4.025457E-02	1.845277	6.504526E-02	0	98.20016
0	-4.797	-36.5655	37	48	4643	46.35687	31.3334	0.6853754	-1.569337E-02	0.1480074	0.2707196	17.55777	1.016175E-02	1.770288	7.603392E-02	0	98.19292
0	-4.7965	-36.5655	38	48	4644	46.68821	31.24308	0.7018136	0.0248701	0.1391478	0.1903587	17.48422	5.748492E-02	1.729181	0.0736859	0	98.33205
0	-4.796	-36.5655	39	48	4645	46.68497	31.07218	0.7120664	4.502519E-03	0.1496383	0.2646448	17.41698	4.453498E-02	1.754099	7.334837E-02	0	98.17696
0	-4.7955	-36.5655	40	48	4646	46.82678	31.19889	0.737479	-5.480713E-03	0.1481312	0.2167783	17.44661	9.621959E-02	1.811695	7.742029E-02	0	98.55452
0	-4.795	-36.5655	41	48	4647	46.92895	31.12949	0.7541753	-7.610368E-02	0.1435926	0.2325968	17.42055	6.627693E-02	1.768215	8.074281E-02	0	98.44849
0	-4.7945	-36.5655	42	48	4648	46.74606	31.3099	0.743457	-3.585268E-02	0.1573267	0.2488581	17.62411	5.913327E-03	1.770848	0.079733	0	98.65036
0	-4.794	-36.5655	43	48	4649	46.50749	31.50842	0.6916858	-1.542442E-02	0.1469837	0.2176594	17.4402	5.980136E-03	1.808984	5.851719E-02	0	98.3705
0	-4.7935	-36.5655	44	48	4650	46.60488	31.19058	0.7331039	-4.597545E-02	0.1436671	0.264959	17.54097	4.894261E-02	1.761541	7.793199E-02	0	98.3206
0	-4.793	-36.5655	45	48	4651	46.52464	30.99456	0.7541268	-5.590476E-02	0.1565829	0.2278734	17.36615	1.461843E-02	1.848181	7.305085E-02	0	97.90388
0	-4.7925	-36.5655	46	48	4652	46.48158	31.29018	0.7035189	-1.550807E-02	0.1545441	0.2228016	17.46875	3.175748E-02	1.797086	8.129509E-02	0	98.21602
0	-4.792	-36.5655	47	48	4653	46.88909	31.17163	0.7990416	5.458315E-02	0.1623719	0.3440347	17.49427	4.855885E-02	1.744993	6.689224E-02	0	98.77545
0	-4.7915	-36.5655	48	48	4654	46.50264	31.24789	0.6854308	3.489016E-02	0.1455527	0.2653047	17.30825	4.452545E-02	1.785067	8.326339E-02	0	98.10281
0	-4.791	-36.5655	49	48	4655	46.46209	31.15953	0.7535908	3.477766E-02	0.1415955	0.2492485	17.41733	4.017277E-02	1.776533	7.640465E-02	0	98.11128
0	-4.7905	-36.5655	50	48	4656	46.52066	30.98476	0.7036641	-6.610227E-02	0.1453863	0.2756836	17.4643	4.041865E-02	1.809891	9.093092E-02	0	97.9696
0	-4.79	-36.5655	51	48	4657	46.53461	31.37524	0.7508057	0.0248084	0.1411235	0.2494967	17.35826	1.533029E-03	1.813027	8.696162E-02	0	98.33587
0	-4.7895	-36.5655	52	48	4658	46.58541	31.13498	0.7627183	1.469689E-02	0.1692054	0.2545549	17.25374	2.735314E-02	1.861117	0.0861627	0	98.14995
0	-4.789	-36.5655	53	48	4659	46.7574	31.01485	0.7256493	-4.606306E-02	0.153669	0.3551183	17.25918	8.761339E-02	1.837514	7.736145E-02	0	98.22231
0	-4.7885	-36.5655	54	48	4660	46.66685	31.2334	0.7214434	-3.573944E-02	0.1549787	0.2704922	17.40436	2.317354E-02	1.883964	6.461778E-02	0	98.38754
0	-4.788	-36.5655	55	48	4661	47.18069	31.13842	0.7614268	-5.472444E-03	0.1779068	0.2588748	17.35508	4.891644E-02	1.812041	7.382962E-02	0	98.80171
0	-4.7875	-36.5655	56	48	4662	46.66449	30.97037	0.7303997	-0.0256174	0.1587838	0.2436654	17.36758	4.038163E-02	1.872476	8.206148E-02	0	98.1046
0	-4.787	-36.5655	57	48	4663	47.02364	30.98002	0.6295075	1.491365E-02	0.1600298	0.2270704	17.48235	3.607112E-02	1.847193	7.416854E-02	0	98.47498
0	-4.7865	-36.5655	58	48	4664	46.49654	31.2472	0.7465277	-1.563247E-02	0.1635151	0.2920996	17.31519	2.309305E-02	1.833471	8.700972E-02	0	98.18903
0	-4.786	-36.5655	59	48	4665	46.58058	31.04745	0.7598088	-2.586163E-02	0.1704364	0.3182403	17.39011	1.444987E-02	1.817758	7.407685E-02	0	98.14705
0	-4.7855	-36.5655	60	48	4666	46.65115	31.05878	0.7350246	4.877268E-03	0.1598534	0.1906706	17.22796	2.320061E-02	1.798401	7.632305E-02	0	97.92624
0	-4.785	-36.5655	61	48	4667	46.67372	31.35743	0.7499493	-3.557739E-02	0.1595799	0.2228526	17.35844	-2.568969E-03	1.818954	8.442999E-02	0	98.38721
0	-4.7845	-36.5655	62	48	4668	46.79659	31.32664	0.713976	4.660634E-03	0.1577981	0.2704104	17.38853	0.0489209	1.851747	6.604838E-02	0	98.62531
0	-4.784	-36.5655	63	48	4669	46.71326	31.13388	0.7806986	-5.535573E-03	0.1609631	0.2864023	17.33091	2.307315E-02	1.935412	7.818685E-02	0	98.43726
0	-4.7835	-36.5655	64	48	4670	46.90942	30.90802	0.7675222	-5.609532E-02	0.1469904	0.3123575	17.44939	4.466316E-02	1.90518	7.878742E-02	0	98.46623
0	-4.783	-36.5655	65	48	4671	46.79771	31.17817	0.7726483	-6.568774E-02	0.1719443	0.1747919	17.22348	2.770042E-02	1.863865	8.315505E-02	0	98.22778
0	-4.7825	-36.5655	66	48	4672	46.79417	31.20392	0.8427284	-1.595507E-02	0.1722736	0.3713244	17.40513	1.003668E-02	1.875636	0.0698992	0	98.72917
0	-4.782	-36.5655	67	48	4673	46.99009	31.11654	0.7556887	3.509044E-02	0.1549148	0.19549	17.42099	0.0403202	1.861805	8.419461E-02	0	98.65512
0	-4.7815	-36.5655	68	48	4674	46.78368	31.06918	0.681793	-5.584751E-02	0.136934	0.2542961	17.47432	7.493557E-02	1.830698	7.035866E-02	0	98.32034
0	-4.781	-36.5655	69	48	4675	46.84061	31.36989	0.7320369	4.788043E-03	0.1410204	0.2439197	17.37193	1.885709E-02	1.815467	0.0903765	0	98.62891
0	-4.7805	-36.5655	70	48	4676	46.36488	31.4728	0.7839573	-2.565961E-02	0.1609102	0.2233608	17.56217	5.758887E-02	1.842346	6.076485E-02	0	98.50312
0	-4.78	-36.5655	71	48	4677	46.55011	31.20201	0.6787898	-2.547883E-02	0.1623562	0.2282193	17.48596	2.324534E-02	1.841126	7.095896E-02	0	98.2173
0	-4.7795	-36.5655	72	48	4678	46.97175	31.26674	0.6918864	4.523494E-02	0.1499246	0.2489284	17.29157	1.019336E-02	1.800421	7.080686E-02	0	98.54747
0	-4.779	-36.5655	73	48	4679	46.89346	31.15118	0.7959892	-3.573953E-02	0.1687125	0.2436121	17.45706	0.0533158	1.83979	8.751151E-02	0	98.65489
0	-4.7785	-36.5655	74	48	4680	46.87869	31.28612	0.6997582	-2.535235E-02	0.1539779	0.2279363	17.30992	1.038281E-02	1.808591	7.754868E-02	0	98.42757
0	-4.778	-36.5655	75	48	4681	46.58254	31.07893	0.7185953	4.640313E-03	0.1472166	0.2652331	17.46581	3.601397E-02	1.791526	6.663404E-02	0	98.15714
0	-4.7775	-36.5655	76	48	4682	46.91788	31.33555	0.7014737	-4.938059E-03	0.1571844	0.1267707	17.36654	5.349848E-02	1.756198	7.041805E-02	0	98.48059
0	-4.777	-36.5655	77	48	4683	46.51297	31.07831	0.781351	-2.550503E-02	0.1370979	0.1696342	17.62484	1.462514E-02	1.821772	7.498267E-02	0	98.19008
0	-4.7765	-36.5655	78	48	4684	46.81618	31.43345	0.7293093	-1.539353E-02	0.1505986	0.2333637	17.49117	0.0232163	1.748296	6.335649E-02	0	98.67354
0	-4.776	-36.5655	79	48	4685	46.79469	31.26822	0.7130723	-6.601556E-02	0.164343	0.2758307	17.5289	6.202522E-02	1.793787	8.111669E-02	0	98.61597
0	-4.7755	-36.5655	80	48	4686	46.58924	31.35565	0.7145208	-6.603662E-02	0.1404483	0.2975938	17.49675	2.756546E-02	1.780991	8.016521E-02	0	98.41687
0	-4.775	-36.5655	81	48	4687	46.3758	31.37326	0.7395524	-1.551537E-02	0.149266	0.2713784	17.35907	7.051151E-02	1.806011	0.0810926	0	98.21043
0	-4.7745	-36.5655	82	48	4688	46.362	31.11865	0.7471664	-3.573319E-02	0.161515	0.1964082	17.70129	8.350272E-02	1.712915	8.531054E-02	0	98.13303
0	-4.774	-36.5655	83	48	4689	46.43837	31.30458	0.7397788	-1.539296E-02	0.1422582	0.2125757	17.50779	1.891461E-02	1.729035	7.208197E-02	0	98.14999
0	-4.7735	-36.5655	84	48	4690	46.57454	31.13947	0.7679271	-0.0560286	0.1543284	0.2760355	17.56457	3.612046E-02	1.760332	6.849634E-02	0	98.2858
0	-4.773	-36.5655	85	48	4691	46.51078	31.39824	0.7158896	-1.550829E-02	0.152368	0.2550978	17.5972	4.470122E-02	1.761934	0.0693481	0	98.49005
0	-4.7725	-36.5655	86	48	4692	46.245	31.12579	0.8048946	3.504268E-02	0.1544356	0.1593817	17.50509	8.336301E-02	1.730129	6.522767E-02	0	97.90835
0	-4.772	-36.5655	87	48	4693	46.70969	31.35575	0.7427945	-5.288668E-03	0.1529426	0.1695201	17.80636	5.766409E-02	1.784795	7.490748E-02	0	98.84914
0	-4.7715	-36.5655	88	48	4694	46.77162	31.65447	0.7455255	-5.457172E-03	0.1584005	0.2762036	17.6671	5.899997E-03	1.682841	8.479501E-02	0	99.0414
0	-4.771	-36.5655	89	48	4695	46.38237	31.40437	0.6581483	4.874154E-03	0.143151	0.2127341	17.63529	3.613593E-02	1.729817	7.893918E-02	0	98.28583
0	-4.7705	-36.5655	90	48	4696	46.6829	31.28013	0.7235633	-5.594429E-02	0.1384826	0.2813684	17.61293	1.463467E-02	1.697476	6.541464E-02	0	98.44096
0	-4.77	-36.5655	91	48	4697	46.56112	31.19478	0.7370048	-3.563046E-02	0.1343155	0.2176301	17.5977	5.340874E-02	1.690185	7.778733E-02	0	98.2283
0	-4.7695	-36.5655	92	48	4698	46.76501	31.62601	0.7340575	-0.0457328	0.1499646	0.2336953	17.70149	5.342862E-02	1.728215	7.689644E-02	0	99.02304
0	-4.769	-36.5655	93	48	4699	46.45739	31.64859	0.7456426	-1.553064E-02	0.1425352	0.2821707	17.57541	5.932767E-03	1.716153	0.0632754	0	98.62157
0	-4.7685	-36.5655	94	48	4700	46.79737	31.39998	0.6939223	-3.565682E-02	0.1467578	0.2600177	17.66533	4.048008E-02	1.676014	7.558498E-02	0	98.7198
0	-4.768	-36.5655	95	48	4701	46.3696	31.41773	0.721002	-7.592753E-02	0.1364569	0.2236798	17.53763	6.169765E-03	1.761259	0.0848197	0	98.18242
0	-4.7675	-36.5655	96	48	4702	46.37691	31.53856	0.6845139	6.535301E-02	0.1505461	0.2447542	17.70166	5.792843E-03	1.704823	6.949236E-02	0	98.5424
