77	69	5313	18	
"NK"	"X"	"Y"	"NX"	"NY"	"NXY"	"SiO2 WT%"	"MgO WT%"	"CaO WT%"	"F WT%"	"Cl WT%"	"P2O5 WT%"	"SO3 WT%"	"La2O3 WT%"	"Ce2O3 WT%"	"O WT%"	"Calc. O"	"Total"
0	8.3384	14.8376	56	1	56	1.022748	-6.426213E-03	55.57211	1.596147	5.345751E-02	41.66227	-1.671727E-03	0.6857049	1.230765	0	40.15752	101.8151
0	8.3394	14.8376	57	1	57	0.9856852	-3.043052E-02	56.22763	1.558279	6.954311E-02	41.58021	-2.442996E-02	0.4207386	1.16331	0	40.20649	101.9505
0	8.3404	14.8376	58	1	58	1.12288	-2.362416E-02	55.74789	1.747205	3.602613E-02	41.58813	-1.053908E-03	0.481111	1.046197	0	40.15563	101.7448
0	8.3414	14.8376	59	1	59	0.9722679	-2.589699E-03	55.37477	1.529063	0.0839299	41.78293	-8.77323E-03	0.4214135	1.116754	0	40.084	101.2698
0	8.3424	14.8376	60	1	60	1.001426	-5.538937E-03	55.89758	1.489845	7.330992E-02	41.24453	1.454772E-02	0.5126606	0.7651553	0	39.92009	100.9935
0	8.3434	14.8376	61	1	61	0.9321589	5.40022E-03	55.87759	1.554995	5.888266E-02	41.09673	-1.675655E-02	0.4207627	1.13981	0	39.82102	101.0696
0	8.3444	14.8376	62	1	62	0.9667588	-1.001476E-02	56.09367	1.527627	8.699774E-02	42.01756	5.971655E-02	1.070432	1.040593	0	40.54099	102.8533
0	8.3454	14.8376	63	1	63	0.8807832	-7.524095E-03	56.28438	1.533638	0.0748778	41.38895	2.956883E-02	0.4214165	1.069831	0	40.08692	101.6759
0	8.3464	14.8376	64	1	64	1.013193	-2.847237E-03	55.33472	1.613122	6.240695E-02	41.002	-0.0168461	0.6579086	1.020823	0	39.67012	100.6845
0	8.3474	14.8376	65	1	65	1.027194	3.731821E-03	55.61024	1.596788	6.429999E-02	41.75258	-1.283793E-03	0.3012941	1.374797	0	40.19037	101.7296
0	8.3484	14.8376	66	1	66	1.044916	4.901374E-03	55.0504	1.796625	5.869747E-02	41.2523	3.671716E-02	0.6844806	1.370635	0	39.83722	101.2997
0	8.3494	14.8376	67	1	67	1.068588	-1.874245E-02	55.2264	1.998858	8.550357E-02	40.42181	1.417792E-02	0.4807663	1.045835	0	39.33158	100.3232
0	8.3504	14.8376	68	1	68	1.011456	-5.439581E-03	55.14846	2.39883	7.312214E-02	40.20766	0.0142532	0.4811359	1.022536	0	39.16019	100.352
0	8.3514	14.8376	69	1	69	1.037927	-1.333769E-03	54.14007	2.127018	8.546934E-02	41.21253	6.110287E-03	0.6552786	1.370936	0	39.52627	100.634
0	8.3524	14.8376	70	1	70	0.9596887	2.300239E-02	54.96418	1.892727	8.331904E-02	39.6657	2.882821E-02	0.4178405	1.442709	0	38.84675	99.47799
0	8.3534	14.8376	71	1	71	1.091753	-4.283662E-03	54.84418	1.669509	4.663618E-02	41.36137	1.426647E-02	0.3611584	1.280835	0	39.78693	100.6654
0	8.3544	14.8376	72	1	72	1.091866	9.095819E-03	54.29546	1.943311	5.198935E-02	40.31323	-1.643446E-02	0.4516164	1.022859	0	39.00222	99.16299
0	8.3554	14.8376	73	1	73	1.123748	-1.756308E-02	54.8968	1.922714	6.774897E-02	41.27123	-1.491094E-03	0.6863575	1.184246	0	39.78724	101.1338
0	8.3564	14.8376	74	1	74	1.086183	0.0102177	55.34799	2.025506	0.0606628	41.7431	6.229343E-03	0.8050829	1.113358	0	40.18468	102.1983
0	8.3574	14.8376	75	1	75	1.253755	-1.697626E-02	54.18956	2.067613	6.441294E-02	40.35196	-1.02648E-03	0.4215298	1.116696	0	39.08822	99.44751
0	8.3584	14.8376	76	1	76	1.265982	7.375824E-05	54.97311	1.882149	8.173768E-02	40.76643	-1.724211E-02	0.5659908	1.441781	0	39.61775	100.96
0	8.3594	14.8376	77	1	77	1.247692	-5.308456E-03	55.45642	1.748408	7.971142E-02	40.81136	-9.982834E-03	0.8014687	1.439302	0	39.80777	101.5691
0	8.2834	14.83862	1	2	78	0.5870352	0.3200272	0.1158757	0.6544451	3.367596E-02	0.0616973	1.115609E-02	0.1119769	7.099935E-02	0	0.5410789	1.966889
0	8.2844	14.83862	2	2	79	0.1326803	1.109342E-02	0.1273371	0.5848823	3.38624E-03	2.238308E-02	4.239674E-02	8.805484E-02	-2.280309E-02	0	0.1590657	0.989411
0	8.2854	14.83862	3	2	80	0.1860021	-3.007679E-02	0.1812871	0.2018487	-5.500806E-03	-1.729947E-02	2.373725E-02	0.1329858	0.1441233	0	0	0.8171073
0	8.2864	14.83862	4	2	81	0.2097081	-4.163174E-02	0.1318195	0.0882108	1.377853E-02	8.189844E-03	1.634093E-02	0.2269	0.3164969	0	0	0.9698129
0	8.2874	14.83862	5	2	82	0.1498559	-3.351119E-02	0.1087386	0.158178	0.0223543	-4.741564E-03	1.619602E-02	0.1241915	0.470789	0	0	1.012051
0	8.2884	14.83862	6	2	83	0.1662171	-9.594337E-03	0.1472448	9.212404E-02	4.330269E-02	8.007046E-03	0.0160828	0.2315794	0.2003258	0	0	0.8952894
0	8.2894	14.83862	7	2	84	0.1561814	-4.059126E-02	0.1428428	0.1810471	3.273297E-02	7.923407E-03	0.0311152	0.3076783	0.1588427	0	0	0.9777727
0	8.2904	14.83862	8	2	85	0.1400245	-2.303497E-02	0.1155182	0.5827872	6.70842E-03	0.0714706	1.194696E-03	-3.358078E-02	-0.1615414	0	0.1108127	0.6995463
0	8.2914	14.83862	9	2	86	0.1627587	4.147849E-02	0.1355261	0.5118001	1.749376E-02	6.225183E-03	5.789422E-03	0.2204492	-5.552165E-03	0	0.1804569	1.095969
0	8.2924	14.83862	10	2	87	0.159521	-3.466411E-02	0.2052931	0.1638384	0.0323409	-1.736345E-02	-1.438671E-02	0.2037592	0.3197536	0	0	1.018092
0	8.2934	14.83862	11	2	88	0.2300884	4.887083E-02	0.2257156	0.7853912	-1.676686E-03	9.568168E-03	8.753373E-02	4.901601E-02	4.654955E-02	0	0.2782357	1.481057
0	8.2944	14.83862	12	2	89	0.1978418	2.421281E-02	0.1918719	0.6018903	1.206301E-02	3.556045E-02	-9.838195E-03	9.078575E-02	9.136279E-02	0	0.210597	1.235751
0	8.2954	14.83862	13	2	90	0.1090287	1.579495E-02	0.210278	0.5286747	5.320143E-04	-4.422586E-02	0.0102573	8.002878E-02	0.1207053	0	0.1349949	1.031074
0	8.2964	14.83862	14	2	91	-1.451273E-02	-1.324793E-02	0.2079825	0.5718423	2.900797E-04	2.519172E-02	2.352286E-03	-0.1062839	-1.002327E-03	0	4.615428E-02	0.672612
0	8.2974	14.83862	15	2	92	0.1865559	-5.618874E-03	0.2521237	0.6327569	1.273124E-02	0.0163042	3.257355E-03	2.178038E-02	0.2480188	0	0.2196754	1.36791
0	8.2984	14.83862	16	2	93	0.1109437	3.188363E-02	0.3262121	0.7172456	-1.972267E-03	-8.178771E-03	-0.0104126	0.0217375	8.765128E-02	0	0.1699807	1.27511
0	8.2994	14.83862	17	2	94	0.098422	-3.888377E-03	0.3389369	0.6909134	1.004559E-02	2.797741E-02	0.0194172	0.1187072	0.1313637	0	0.2116807	1.431895
0	8.3004	14.83862	18	2	95	7.159698E-02	-1.765282E-03	0.464009	0.7579668	9.043444E-03	6.603687E-02	2.438782E-02	-0.1047736	0.3136631	0	0.2520861	1.600165
0	8.3014	14.83862	19	2	96	1.719553	6.685153E-02	2.508027	1.572302	9.698351E-03	1.986155	2.305909E-02	0.3392831	0.2267786	0	2.874218	8.451708
0	8.3024	14.83862	20	2	97	5.576851	1.243946	28.6756	2.276278	2.621535E-02	20.65677	1.171395E-02	-0.1546439	0.1920439	0	23.29942	58.50477
0	8.3034	14.83862	21	2	98	1.317534	0.5951738	53.48235	1.960395	0.035076	37.90503	8.429519E-03	-4.517036E-02	0.2779705	0	37.59863	95.53677
0	8.3044	14.83862	22	2	99	0.2499744	4.602786E-02	57.25224	1.583009	4.200234E-02	42.39072	4.045856E-04	0.2515251	0.158036	0	40.4371	101.9739
0	8.3054	14.83862	23	2	100	0.136512	3.351591E-03	57.03371	1.391537	2.053617E-02	42.93932	7.62425E-03	0.3380654	0.4388244	0	40.66471	102.3095
0	8.3064	14.83862	24	2	101	0.1358376	5.152521E-04	57.9299	1.417936	3.651667E-02	41.97041	-2.293558E-02	0.1016425	0.2993226	0	40.29929	101.8691
0	8.3074	14.83862	25	2	102	0.140155	4.47606E-04	57.88297	1.353292	3.830159E-02	42.35088	-5.370298E-02	0.1014246	0.3463851	0	40.49101	102.1602
0	8.3084	14.83862	26	2	103	0.1269265	-1.751939E-02	57.90318	1.431132	3.826618E-02	43.00145	-0.0153827	0.4583698	0.1798273	0	40.90046	103.1062
0	8.3094	14.83862	27	2	104	0.152182	-6.944208E-04	58.29096	1.47103	2.613959E-02	42.83628	-2.251319E-02	0.1631473	0.0644856	0	40.87349	102.981
0	8.3104	14.83862	28	2	105	0.1102392	1.190791E-02	57.3131	1.35174	0.0242752	42.68749	-7.355289E-03	0.2512153	0.1813729	0	40.53247	101.924
0	8.3114	14.83862	29	2	106	0.1688969	1.024823E-02	57.69635	1.318673	5.782104E-02	42.25642	-5.360699E-02	0.1019884	0.2760075	0	40.39357	101.8328
0	8.3124	14.83862	30	2	107	0.1246515	-1.240865E-02	57.35272	1.262686	5.076972E-02	42.30439	-1.512977E-02	0.221314	0.1813061	0	40.31681	101.4703
0	8.3134	14.83862	31	2	108	0.1279865	7.259903E-03	57.22442	1.527021	4.033463E-02	43.2076	8.252948E-03	0.162262	0.2528596	0	40.81461	102.558
0	8.3144	14.83862	32	2	109	0.1962584	-1.363308E-02	57.50254	1.487982	5.106894E-02	43.81467	-3.783745E-02	0.133013	0.2297908	0	41.22884	103.3638
0	8.3154	14.83862	33	2	110	0.16209	7.034599E-03	56.84044	1.513578	2.780128E-02	42.63113	-2.281736E-02	0.1611625	0.3699768	0	40.39658	101.6904
0	8.3164	14.83862	34	2	111	0.2010763	-3.355018E-02	57.83553	1.483715	5.248345E-02	42.81326	-1.527239E-02	0.280065	0.2750046	0	40.79593	102.8923
0	8.3174	14.83862	35	2	112	0.1770071	-4.255382E-03	57.64872	1.478834	1.550944E-02	44.50254	4.891247E-04	0.1612905	0.4409303	0	41.70972	104.4211
0	8.3184	14.83862	36	2	113	0.1966945	2.173333E-02	57.63806	1.478173	4.909692E-02	42.75872	8.11516E-03	0.1620983	0.2290717	0	40.7184	102.5418
0	8.3194	14.83862	37	2	114	0.1956763	-1.248368E-02	57.82061	1.42711	4.186046E-02	42.39045	3.090721E-02	-7.773884E-02	0.5591266	0	40.5754	102.3755
0	8.3204	14.83862	38	2	115	0.1969783	1.210719E-02	57.67753	1.487319	1.018005E-02	42.73594	-7.219395E-03	7.285565E-02	0.2766877	0	40.69777	102.4624
0	8.3214	14.83862	39	2	116	0.447486	1.476076E-02	56.69253	1.42602	5.070486E-02	42.58368	-2.310492E-02	0.3384269	0.4155511	0	40.51529	101.946
0	8.3224	14.83862	40	2	117	0.8694624	-1.672448E-02	56.28947	1.649515	6.973369E-02	41.02322	-8.494313E-03	0.2453382	0.9076055	0	39.80009	101.0291
0	8.3234	14.83862	41	2	118	0.8172367	1.105806E-02	56.75289	1.515751	0.0592408	41.58599	-8.264282E-03	0.3060678	0.7200273	0	40.21434	101.76
0	8.3244	14.83862	42	2	119	1.203274	0.1898108	55.15085	1.935023	8.009297E-02	40.31454	-2.453688E-02	0.5388764	1.138507	0	39.40299	100.5264
0	8.3254	14.83862	43	2	120	1.230649	0.0376242	54.72548	1.603334	5.178403E-02	41.6516	-2.471793E-02	0.5368825	1.41877	0	40.02992	101.2314
0	8.3264	14.83862	44	2	121	1.269173	1.996244E-03	54.45962	1.766768	6.962942E-02	41.42063	-9.084297E-03	0.3298612	1.514131	0	39.82309	100.8227
0	8.3274	14.83862	45	2	122	1.525236	-1.551268E-02	54.65289	1.55669	9.030171E-02	40.66758	-2.496745E-03	0.7399852	1.695634	0	39.67416	100.9103
0	8.3284	14.83862	46	2	123	1.398079	-9.781228E-03	54.78123	1.549918	8.720862E-02	41.26836	-2.481492E-02	0.3286287	1.630631	0	39.90044	101.0095
0	8.3294	14.83862	47	2	124	1.541899	-4.65979E-03	55.06246	1.458396	6.774801E-02	40.82897	1.395421E-02	0.4787824	1.279346	0	39.80565	100.7269
0	8.3304	14.83862	48	2	125	1.062904	-1.064545E-03	55.77457	1.667032	6.772923E-02	40.82513	-1.673994E-02	0.3910145	1.163325	0	39.70469	100.9339
0	8.3314	14.83862	49	2	126	0.9518558	-1.390628E-02	56.23598	1.578934	5.714874E-02	40.84607	6.503034E-03	0.6304322	0.7638029	0	39.77468	101.0568
0	8.3324	14.83862	50	2	127	1.195783	-0.0102006	55.29565	1.694704	6.543171E-02	39.89555	-2.343596E-03	0.6533127	1.463447	0	39.20247	100.2514
0	8.3334	14.83862	51	2	128	1.683478	1.878847E-04	55.1949	1.701022	6.584254E-02	40.29939	6.048209E-03	0.5375047	1.302014	0	39.62952	100.7904
0	8.3344	14.83862	52	2	129	1.292159	-7.008901E-03	55.47762	1.679815	4.421888E-02	40.4869	3.615945E-02	0.8903251	1.344855	0	39.6809	101.245
0	8.3354	14.83862	53	2	130	1.110969	1.594073E-03	55.29539	1.584922	6.218202E-02	40.75971	-1.871551E-03	0.6554002	1.277326	0	39.6223	100.7456
0	8.3364	14.83862	54	2	131	0.9638016	2.644584E-03	55.3165	1.473785	5.840385E-02	41.18157	-1.009345E-02	0.8303859	1.461981	0	39.83597	101.279
0	8.3374	14.83862	55	2	132	1.048966	9.173321E-03	56.0295	1.679703	4.496198E-02	41.28407	-8.55434E-03	0.3934649	0.906616	0	40.00045	101.3879
0	8.3384	14.83862	56	2	133	0.9442616	5.216555E-03	55.40637	1.561911	5.885073E-02	41.23656	-1.476376E-03	0.5088015	1.208992	0	39.804	100.9295
0	8.3394	14.83862	57	2	134	0.9566848	6.771343E-03	55.49398	1.521884	5.708269E-02	41.52978	-1.502749E-03	0.4192478	1.350012	0	40.00891	101.3339
0	8.3404	14.83862	58	2	135	0.9874727	-2.076843E-02	55.92065	1.533345	7.849933E-02	42.40327	-3.986082E-02	0.7173521	1.02072	0	40.60116	102.6007
0	8.3414	14.83862	59	2	136	1.009654	0.0360686	56.11365	1.547072	8.690392E-02	40.11045	3.666617E-02	0.4192392	1.256165	0	39.43478	100.6159
0	8.3424	14.83862	60	2	137	0.9293644	-9.237114E-03	55.56785	1.357657	5.376458E-02	42.19059	6.606328E-03	0.4507747	1.139931	0	40.36028	101.6873
0	8.3434	14.83862	61	2	138	0.8905924	-2.457381E-03	56.26297	1.603822	6.246944E-02	40.74185	-8.853074E-03	0.2734555	1.071011	0	39.67869	100.8949
0	8.3444	14.83862	62	2	139	0.7617638	-1.044906E-03	55.85019	1.52948	5.712606E-02	41.10038	-8.99511E-03	0.5997696	0.9044257	0	39.71856	100.7931
0	8.3454	14.83862	63	2	140	0.808815	-9.173329E-03	55.85347	1.665808	6.768265E-02	40.67432	-1.37087E-03	0.6293804	0.8806753	0	39.50667	100.5696
0	8.3464	14.83862	64	2	141	0.8609884	8.463286E-03	56.11559	1.705929	4.814329E-02	41.43213	2.152148E-02	0.4192154	1.350058	0	40.09473	101.962
0	8.3474	14.83862	65	2	142	0.9332145	1.394168E-02	55.56921	1.615842	5.013247E-02	40.19338	1.433136E-02	0.5420244	0.74115	0	39.20609	99.67323
0	8.3484	14.83862	66	2	143	0.8906938	3.609927E-03	55.77536	1.738425	5.174395E-02	41.64199	-1.519657E-03	0.6868253	1.114172	0	40.12095	101.9013
0	8.3494	14.83862	67	2	144	0.8506818	2.312262E-02	55.72406	1.791713	4.281573E-02	41.45318	-2.475616E-02	0.5970626	1.254961	0	39.97977	101.7128
0	8.3504	14.83862	68	2	145	0.8540159	-6.916417E-03	56.23344	1.866325	5.211257E-02	41.72036	3.778347E-02	0.4236688	0.8598275	0	40.2197	102.0406
0	8.3514	14.83862	69	2	146	0.8782461	-2.140483E-02	55.38673	1.912403	5.406503E-02	42.20773	-0.0082171	0.3644838	0.9308202	0	40.23404	101.7049
0	8.3524	14.83862	70	2	147	0.8447323	-8.550869E-03	56.37854	1.80582	5.740534E-02	41.66851	-3.156864E-02	0.4834019	0.7656549	0	40.17973	101.9639
0	8.3534	14.83862	71	2	148	0.8365528	0.0266102	55.52417	1.827372	0.0552711	40.77405	2.162666E-02	0.4794777	1.185934	0	39.53424	100.7311
0	8.3544	14.83862	72	2	149	0.8422053	6.436849E-04	55.52145	1.689534	3.424332E-02	42.24617	6.596233E-03	0.4207727	1.233792	0	40.34518	101.9954
0	8.3554	14.83862	73	2	150	0.8272296	7.436683E-03	55.70976	1.796212	0.0430509	40.66766	-2.418302E-02	0.2735273	1.09453	0	39.44349	100.3952
0	8.3564	14.83862	74	2	151	0.9232914	3.218541E-02	55.71572	1.935295	0.064413	40.33702	3.764861E-02	0.2154425	0.9782641	0	39.33134	100.2393
0	8.3574	14.83862	75	2	152	1.06325	3.698892E-03	54.80547	1.871667	4.823321E-02	40.88427	-9.179827E-03	0.5084813	1.279164	0	39.50238	100.455
