181	119	21539	17	
"NK"		"X"	"Y"	"NX"	"NY"	"NXY"	"SiO2 WT%"	"MgO WT%"	"CaO WT%"	"F WT%"	"Cl WT%"	"P2O5 WT%"	"SO3 WT%"	"La2O3 WT%"	"Ce2O3 WT%"	"Calc. O"	"Total"
0	-0.2564	-9.7819	1	1	1	53.75312	-1.003523E-03	4.997883	5.821438E-02	-1.767478E-02	4.777858E-02	-1.588795E-02	-0.1234089	-0.165302	0	28.50584
0	-0.2554	-9.7819	2	1	2	54.57703	-2.898214E-02	5.110182	7.768513E-02	-6.567587E-03	0.0342553	-0.0245867	-0.1260118	-7.360818E-02	0	29.05161
0	-0.2544	-9.7819	3	1	3	56.15771	-3.032325E-02	5.16348	0.0288498	2.610583E-03	6.063627E-02	-0.0170267	-4.080429E-02	-2.978964E-02	0	29.9127
0	-0.2534	-9.7819	4	1	4	55.88229	-3.351898E-02	4.952646	7.571657E-02	-2.727093E-02	-4.502736E-02	-4.057342E-02	-9.523033E-02	-0.1195083	0	29.46978
0	-0.2524	-9.7819	5	1	5	55.97787	-2.555324E-02	4.990322	2.164921E-02	3.149819E-03	-3.166573E-02	-0.0405048	-9.493329E-02	-0.1427684	0	29.5088
0	-0.2514	-9.7819	6	1	6	56.20485	-1.996329E-02	4.79688	0.1692492	-2.233586E-03	0.0354288	-4.806164E-02	-0.1513678	-0.1402441	0	29.60252
0	-0.2504	-9.7819	7	1	7	56.30373	-0.0220015	4.774277	7.944006E-02	-1.244811E-02	-1.898652E-02	-1.673351E-02	-1.015954E-02	-5.225838E-02	0	29.71565
0	-0.2494	-9.7819	8	1	8	56.11261	-3.678001E-02	4.805639	8.242577E-02	-1.264495E-02	3.395396E-02	-4.174487E-02	-0.1890896	0.1813639	0	29.70259
0	-0.2484	-9.7819	9	1	9	56.43233	-2.622506E-02	4.856598	7.297212E-02	-0.0122508	-3.197987E-02	-4.092946E-02	-3.788801E-02	-9.761856E-02	0	29.74805
0	-0.2474	-9.7819	10	1	10	56.26315	-1.766844E-02	4.975571	4.423298E-02	-1.773739E-02	-3.163598E-02	-6.508682E-02	-0.0358342	-0.1898566	0	29.63841
0	-0.2464	-9.7819	11	1	11	56.03173	-3.389464E-02	4.746826	6.285147E-02	-0.0140977	-5.27945E-03	-4.902078E-02	-0.1259575	-2.647404E-02	0	29.45981
0	-0.2454	-9.7819	12	1	12	56.23764	-2.022234E-02	4.758139	9.551658E-02	-9.913897E-03	6.195062E-02	-7.221021E-03	-0.1521438	-0.1174311	0	29.55533
0	-0.2444	-9.7819	13	1	13	56.22007	-3.874362E-02	4.773098	0.1469689	-2.615117E-04	-3.103341E-02	-0.039725	-0.1507553	-0.1632039	0	29.51626
