78	250	19500	18	
"NK"	"X"	"Y"	"NX"	"NY"	"NXY"	"SiO2 WT%"	"TiO2 WT%"	"Al2O3 WT%"	"FeO WT%"	"MnO WT%"	"MgO WT%"	"CaO WT%"	"Na2O WT%"	"K2O WT%"	"P2O5 WT%"	"O WT%"	"Total"	
0	-3.5313	24.0393	75	1	75	70.24029	0.216093	11.00051	2.743797	1.706505E-02	0.7462839	1.64018	2.451481	5.279722	-7.976901E-04	0	94.33463	
0	-3.5263	24.0393	76	1	76	66.28939	0.4074145	9.157304	7.996752	0.2947226	2.305696	4.054346	1.77378	5.029431	6.879293E-02	0	97.37762	
0	-3.5213	24.0393	77	1	77	74.58789	0.4598719	11.21239	0.6328591	-3.058084E-02	4.303463E-02	0.3884891	1.809125	6.999855	-2.468911E-02	0	96.07823	
0	-3.5163	24.0393	78	1	78	72.99944	0.4786639	11.96889	1.582304	-4.384961E-02	-4.324754E-02	0.5822474	2.570333	5.856238	2.456428E-02	0	95.97558	
0	-3.9013	24.0443	1	2	79	68.6522	0.3232776	12.76139	2.682737	0.1434513	0.5260023	1.373502	3.149752	5.30198	2.380021E-02	0	94.9381	
0	-3.8963	24.0443	2	2	80	75.28881	0.2668611	11.16721	0.5503271	2.074513E-02	1.534588E-02	0.5429236	2.486198	6.449097	9.904973E-02	0	96.88657	
0	-3.8913	24.0443	3	2	81	73.68546	0.3312495	11.0561	0.6452125	-4.662189E-03	1.125142E-03	0.2624142	2.695462	6.463994	0.0249071	0	95.16125	
0	-3.8863	24.0443	4	2	82	73.49589	0.2003684	10.90974	1.14344	3.258622E-02	8.041313E-03	0.1497381	2.402755	6.449064	0.0247431	0	94.81638	
0	-3.8813	24.0443	5	2	83	72.58189	0.2847973	11.6644	1.391685	0.0189468	0.1546	0.8489894	2.190014	6.508106	2.431119E-02	0	95.66774	
0	-3.8763	24.0443	6	2	84	73.04234	0.3719483	11.28778	1.154723	-3.119953E-02	0.1694914	0.6255665	2.321392	6.613682	2.446181E-02	0	95.58018	
